Index,Label,Sentence
1014,4,나는 당신이 무척 마음에 들어요.
1015,4,하지만 나중에 보니까 그거 참 별거 아니데요.
1016,4,그래서 딱 한 달 만에 집어치웠어요.
1017,4,올해에도 꽃은 필 것이다.
1018,4,이번에도 제 머리를 때릴 수밖에.
1019,4,밤에 뛰어든 거야.
1020,4,나도 이번에야 알았다.
1021,4,순식간에 극으로 밀려났다.
1022,4,이리하여 작년에 이어서 또 된장신세를 졌다.
1023,4,"유치원서 몇 시에 끝났니?"
1024,4,여자의 매력은 바로 눈매에 달려 있다.
1025,4,"저번에 부인의 남편을 봤어요.
1026,4,선두타자로서는 낙제점에 가까운 성적이다.
1027,4,하고많은 여자 중에 하필 그년이야.
1028,4,일자에 더 가까우니까.
1029,4,선착순 50명에 한해 판매한다.
1030,4,밤에 비행기는 오지 않아요.
1031,4,교회법 학자로 1294 년에 교황이 되었다.
1032,4,오윤은 아직 여기에 이르지 못했다.
1033,4,11시 반에 버스로 학교를 떠났다.
1034,4,그 눈에 유리창은 너무 밝았다.
1035,4,"간밤에 쿠데타가 일어났습니다."
1036,4,구매고에 따른 배당의 원칙
1037,4,"젤 앞에 오는 기이 삼방웁니더!"
1038,4,그러나 오후에는 사정이 달라요.
1039,4,모든 것은 물리 법칙에 따라야 했다.
1040,4,잠깐 내가 안 보는 사이에.
1041,4,미증에 그쳤다.
1042,4,고대 노예제 사회에 한 노예가 있다.
1043,4,수도물은 허드렛일에만 쓴다.
1044,4,생각 끝에 효철은 부르르 몸을 떨었다.
1045,4,낮에는 별로 향기가 나지 않았다.
1046,4,그러나 현대에는 사정이 다르다.
1047,4,하룻새에 딴 사람이 되어 있었다.
1048,4,날이 밝기 전에."
1049,4,그는 얼결에 한숨을 푹 쉬었다.
1050,4,그럼 새벽에 봐.
1051,4,직접 가보기 전에는.
1052,4,"벌써 사흘 전에 나왔어."
1053,4,그는 하루에 다섯 시간씩 게임을 즐긴다.
1054,4,"세일즈하시는 태도가 맘에 듭니다.
1055,4,처음에는 얼마간 실랑이가 벌어졌다.
1056,4,그 다음에는 고체를 먹인다.
1057,4,"입에 안 맞을 거외다."
1058,4,"이번 2학기에 들어갔답니더.
1059,4,올 가을 추석에 입힐 딸아이의 개량한복.
1060,4,옛말에도 고진감래라고 하지 않더이까.
1061,4,저녁에 언니 숙제를 거들어 주었다.
1062,4,오래간만에 까치 소리를 들었다.
1063,4,옛날에 돌배나무가 한 그루 있었지.
1064,4,어머니는 첫새벽에 밥을 지었다.
1065,4,"사흘 뒤에 장례를 치렀어요.
1066,4,저녁에 재를 치우면 가난해 진다
1067,4,개중에는 청소년들도 다수 있었다.
1068,4,나는 첫눈에 안다.
1069,4,할머니 웬일이냐 오밤중에 자지 않고?
1070,4,이번에는 정말이니까 날 믿으라구.
1071,4,도이미나가 중간에 끼어들려 하였다.
1072,4,특히 건축과는 지난해에 최고로 높았다.
1073,4,난 그 양반을 한눈에 알아봤지.
1074,4,가을에 더욱 돋보이는 메이크업 테크닉 A to Z.
1075,4,오랜만에 날고기 맛좀 보세."
1076,4,그중에도 맏이가 잘 했지요."
1077,4,아침에만 해도 햇빛이 환히 비췄었다.
1078,4,"이것으로 매일 아침에 이를 닦으시오.
1079,4,다음에 함께 갈게."
1080,4,이 무서운 비상시국에 두환이는 무사할까.
1081,4,순식간에 벌어진 일이었다.
1082,4,처음에 맞은 사람이 바로 조연출자였다.
1083,4,회음부 절개는 고통의 맨 끝에 찾아왔다.
1084,4,옛날에 한 여인이 살았다.
1085,4,이번에는 노랫말도 처음부터 다시 썼다.
1086,4,아젤리아호텔은 주말엔 예약을 해야 한다.
1087,4,간밤에 박승진이가 다녀갔지?"
1088,4,그 다음에 드는 돈은 임금이다.
1089,4,이런 증상은 주로 아침에 많이 나타난다.
1090,4,그런데 모두 제 명에 못 죽었어."
1091,4,이틀 뒤에 커시는 떠나갔다.
1092,4,그 다음에는 쿵 소리가 뒤따른다.
1093,4,마지막에 새우젓으로 간을 맞춘다.
1094,4,저녁에 보자."
1095,4,자넨 작년에 마치지 않았나?"
1096,4,여기에만이 '자유'가 있다.
1097,4,경과는 2 ~ 4 개월에 걸친다.
1098,4,그 다음에는 어제와 똑같습니다.
1099,4,"자 그럼 다음 목요일에 봅시다."
1100,4,그는 한참만에 말을 이었다.
1101,4,그전에 우리 만나서 더 얘기해요."
1102,4,이튿날 아침에 장 마레는 인사도 없이 사라진다.
1103,4,궁리 끝에 건물 밖으로 나갔다.
1104,4,하지만 그 생각은 순식간에 날아갔다.
1105,4,[식칼론]은 70년도에 나왔습니다.
1106,4,이번엔 그냥 두면 직무유기겠지?
1107,4,아침에 정희는 또 그 소리를 들었다.
1108,4,이번에는 누이가 웃는다.
1109,4,이것은 일반 논리에 어긋난 표현이다.
1110,4,오랜만에 교실안은 고요를 되찾았습니다.
1111,4,한참 뒤에 의사가 왔다.
1112,4,그럼 두 시경에 역 앞에서 만납시다.]
1113,4,일주일에 몇 시간이나 노동을 하는지.
1114,4,"선생님은 이전에도 그랬어요?"
1115,4,이번에는 실례 하나를 들어보자.
1116,4,"오랜만에 땡비 맛을 보았군!"
1117,4,내일 아침에는 400원을 품값으로 주리라.
1118,4,다음에는 반함을 한다.
1119,4,J씨가 바로 이런 경우에 속한다.
1120,4,이밖에도 연료전지의 장점은 많다.
1121,4,가부간에 곧 연락을 드리겠습니다.
1122,4,거래의 종류에는 세 가지가 있다.
1123,4,하지만 한술 밥에 배부르랴.
1124,4,더구나 <의>자에는 더욱 약했다.
1125,4,점 다음에 나오는 것은 직선입니다.
1126,4,다음에 봐."
1127,4,즉 3400년에 하루가 빠르다.
1128,4,울산은 승점 61점에 그쳤다.
1129,4,행사 당일에는 암표까지 나돌았다.
1130,4,특히 요추 4번에 주의를 기울여야 한다.
1131,4,빨간선은 적요란에만 긋는다.
1132,4,한참 후에 다시 '잘 먹었소.
1133,4,단오날에는 남자들은 씨름을 한다.
1134,4,"그동안에 일이 좀 생겼어요."
1135,4,다음엔 고등어를 샀지.
1136,4,산 알칼리의 중화 실험 등에 쓰인다.
1137,4,나중에라도 자식새끼들 설움 안 받지.
1138,4,요중에 하나일 것 같지만 아닙니다.
1139,4,고아원 시절에는 그렇지 않았다.
1140,4,그럴 때에는 반드시 감식해야 한다.
1141,4,스튜디오 녹화는 토.일요일에 있어요.
1142,4,새벽에 용산역에서 내렸다.
1143,4,2주 후에 에티오피아로 떠나요.
1144,4,"그만 작년에 돌아가셨어요!"
1145,4,"해낮에 물귀신을 만났는감? "
1146,4,사당 외에 유물관도 세워졌다.
1147,4,교육시간에 수없이 한 얘기잖아요."
1148,4,7년 만에 만났어요.
1149,4,"내일 중에는 내려온답니다.
1150,4,우리는 현재 문화적 환절기에 와 있다.
1151,4,그러나 난세에 어쩌랴.
1152,4,식전에 무우밭을 맸다.
1153,4,전에도 그런 예는 흔했다.
1154,4,평소에 늘 지나다니던 길이었다.
1155,4,한눈에 낯익은 것이었다.
1156,4,"어무이 그런 말씀은 나중에 하시고요.
1157,4,여기가 마음에 드시지 않던가요?
1158,4,우리는 기술 문명의 아주 초기 단계에 있다.
1159,4,여전히 마음에 걸리는 모양이었다.
1160,4,2000년대에는 어떤 직업이 뜰까.
1161,4,그참에 봉삼이 물었다.
1162,4,"맘에 드니?"
1163,4,모처럼만에 술을 실컷 마셨다.
1164,4,몇 시에 약속을 했길래…….
1165,4,너 도대체 몇 시에 나갔니?"
1166,4,이번에는 병석이가 먼저 말문을 열었다.
1167,4,나중에 내가 하지 뭐."
1168,4,제약없이 사학 자율에 맡겨야 한다."
1169,4,지그재그 폭을 1~5에 놓는다.
1170,4,"우리 동패 중엔 그런 놈 없습니다."
1171,4,근데 미적 판단에도 범주가 있다.
1172,4,나중에 한번 꼭 들러주십시오.
1173,4,그날 밤 이후에 생긴 습관이다.
1174,4,그 단순함이 네 마음에 든다.
1175,4,유클리드의 공리에 따르면….
1176,4,귀에 익은 목소리였다.
1177,4,지난번에도 그랬다.
1178,4,➀에 식빵을 굽는다.
1179,4,"그럼 밤에 가지."
1180,4,"넌 지금 일 년 만에 나오지?"
1181,4,그러나 그것은 며칠 밤에 지나지 못했습니다.
1182,4,눈 깜짝할 사이에 해치운 일이다.
1183,4,현대에는 신경성이라는 병이 많다.
1184,4,학교에서 수업 도중에 일어난 사고니께."
1185,4,"낮에… 그랬다는구나.
1186,4,"나래가 이번에 대학 시험 봤지요?"
1187,4,사전에 자세히 물어보았어야 했다.
1188,4,단경이가 전엔 저러지 않았는데.
1189,4,갑작스러이 순식간에 봉변을 당했다.
1190,4,이번엔 병역 관계를 대봐."
1191,4,여기에는 두 가지 장점이 있다.
1192,4,오랜만에 먹어보는 것이었다.
1193,4,처음에는 토끼가 이기는 듯했습니다.
1194,4,── 에어는 어젯밤에 내가 뺐어요.
1195,4,대중사회의 인간 심리는 유행에 약하다.
1196,4,"나중에 하면 안돼?"
1197,4,열흘 뒤에 만납시다.]
1198,4,늦기 전에 적어도 '인구가 소비다.
1199,4,품이는 처음에 무슨 말인가 하였습니다.
1200,4,"좀전에 마셨어."
1201,4,둘다 귀에 거슬리기는 마찬가지였으므로.
1202,4,저녁엔 바둑을 두면서.
1203,4,밤에도 비가 왔다.
1204,4,보기에 퍽 딱했던 모양이다.
1205,4,밤에도 축제가 열리는 모양이었다.
1206,4,이틀 뒤에 그녀는 숨을 거두었다.
1207,4,간밤에 확인한 방문을 두드렸다.
1208,4,영국인 다음으로 5위에 떨어지고 있다.
1209,4,보통 커피 한 잔에도 계급이 있다.
1210,4,그러고는 기자시험에 합격했다.
1211,4,올 봄에는 비가 너무 자주 내린다.
1212,4,처음에는 예쁜 외국소품이나 화장품.
1213,4,이번에는 여학생의 글을 보자.
1214,4,-새벽에 설사를 자주 한다.
1215,4,기행문의 대부분도 후자에 속한다.
1216,4,만추晩秋에 낙엽이 지고 있다.
1217,4,폭도들은 순식간에 불어났다.
1218,4,동시에 동작도 빨라진다.
1219,4,감정도 벌써 옛날에 끝난 것이다.)
1220,4,그동안에 집값이 또 뛴 거야.
1221,4,이때에는 비명소리가 멎어 있었다.
1222,4,이번에야말로 형에게 덤벼들겠지 하면서.
1223,4,올 봄에 받은 꽃씨요.
1224,4,── 혹시 전에 과자 공장을 했어요?
1225,4,시끄러워지기 전에.
1226,4,다음엔 세트가 걸립니다.
1227,4,다행히 1차 실기엔 통과가 되었다.
1228,4,이 참에 운전 기사 바꿔야겠어."
1229,4,소동은 순식간에 벌어진다.
1230,4,그 노인이 한참만에 입을 열어
1231,4,묘소에서는 하루 전에 광중을 판다.
1232,4,취미론은 주관과 객관에 양다리를 걸친다.
1233,4,필자 역시 처음에는 그랬다.
1234,4,동시에 그의 힘은 산산이 흩어졌다.
1235,4,지금 시간이 없으니 나중에 복사하자.
1236,4,오늘 밤에 술 한잔한다고 왔어요."
1237,4,처음에 뭐라고 쓸까?
1238,4,이번에는 조금 멀리 떨어진 이병관 씨 차례.
1239,4,⑧ 마음에 선뜻 내키지 않다.
1240,4,교수는 평소에 보험 세일즈맨을 싫어했다.
1241,4,전에 없이 부끄러워만 했다.
1242,4,이번엔 친구와 단 둘이 찾았다.
1243,4,우리는 무드 연출의 시대에 살고 있다.
1244,4,동료들 사이에 귀천의 차별은 없습니다.
1245,4,형 그럼 다음에 뵐게요."
1246,4,그런데 이번엔 연안부두가 달라졌다.
1247,4,-16강에 오른 소감은?
1248,4,낮에도 나가서 술이다.
1249,4,며칠 전에 올해 마지막 복숭아를 땄다.
1250,4,베스트셀러에는 두 가지가 있다.
1251,4,결김에 냅다 엎치고 만 것이지요."
1252,4,새벽별 떠오를 시각에
1253,4,그는 창쪽에 혼자 앉아 있더군요.
1254,4,순식간에 일어난 일이었다.
1255,4,궁리 끝에 나온 묘안은 미인계.
1256,4,어젯밤에도 오셨는걸요.
1257,4,그리고 1976 여름에 둘째 아들을 장가 보냈다.
1258,4,"이게 원칙에 맞는 일이냐.
1259,4,간밤에 또 눈이 내린 것이다.
1260,4,문법에 맞는가?
1261,4,내 차는 새벽에 저절로 섰다.
1262,4,벚꽃은 거의 동시에 폭발하듯이 한꺼번에 핀다.
1263,4,원혁이는 팔만 원에 오토바이를 샀다.
1264,4,간밤엔 잠을 못 잤다.
1265,4,난 한달 전에 아기를 낳았어요.
1266,4,처음에는 수없이 윽박지르기도 했다.
1267,4,근래에 자주 못 한 것이 아쉽다.
1268,4,응 올 여름에는 비가 많이 온대.
1269,4,"처음에는 그런 생각이 들었어요.
1270,4,0에 위치하면 천이 움직이지 않는다.
1271,4,이번에는 경지도 웃기 시작했다.
1272,4,득점기회는 오히려 현대쪽에 더 많았다.
1273,4,"내 수준에는 분명히 비싸다.
1274,4,애초에 싹이 그른 놈이지.
1275,4,[그전에 여기 살았음다.]
1276,4,결혼식 첫날밤에 등잔불을 입으로 끄지 않는다
1277,4,이번에도 성호가 물었다.
1278,4,일반인은 뒷전에 밀리는 것이다.
1279,4,첫 눈에 알아봤다니까.
1280,4,"그 일은 얼마 전에 끝났어."
1281,4,맨 나중에 먹이를 던져 버린다.
1282,4,싸늘한 아침 공기가 순식간에 몰려왔다.
1283,4,그 밖엔 아무 걱정도 없었다.
1284,4,나는 일 년 전에 이혼을 했다.
1285,4,어젯밤에 유치장에서 나왔습니다."
1286,4,▴ 야구선수 20년만에 처음 울었다.
1287,4,황제펭귄은 한겨울에 알을 낳는대요.
1288,4,한참 뒤에 우리는 밖으로 나왔다.
1289,4,이번에는 그때와 좀 달랐다.
1290,4,8월 초에는 조정 수업을 택했다.
1291,4,"형님도 오랜만에 먹어보지요.
1292,4,순금이는 이튿날 오후에야 집으로 돌아왔다.
1293,4,3 월에는 '소리'가 있다.
1294,4,97년에는 화성탐사 소식이 있었다.
1295,4,그 무방비의 찬스에 공격을 한다.
1296,4,다람쥐들 여름에는 비 내리고!
1297,4,낮에 체홉의 단편을 읽었다.
1298,4,확실히 내가 나중에 왔으니까 말이다.
1299,4,"그것은 옥점 씨 생각에 맡깁니다."
1300,4,여기에는 상당히 여러 가지 문제가 있어요.
1301,4,"금년 여름에 돌아가셨어요."
1302,4,예전에는 없었어요.
1303,4,이를테면 고구려 시대엔 키가 훨씬 컸었다네.
1304,4,이런 분위기는 오후 의총에도 이어졌다.
1305,4,법치 국가 법치주의에 바탕을 둔 국가.
1306,4,그래서 맨 처음에 토끼 노래를 불렀다.
1307,4,그 다음날 저녁에는 구로구청으로 갔다.
1308,4,오늘 중에 끝내야 하는데.
1309,4,하지만 이번엔 달라요.
1310,4,그 무렵에는 광신도들도 많았다.
1311,4,그럼 나중에 봄세."
1312,4,당장에 임금에게로 달려들고픈 심정이었다.
1313,4,"말라꼬 내 다음에 꼭 사온다.
1314,4,두번째는 그 편리성에 있다.
1315,4,세진은 일주일만에 겨우 자리에서 일어났다.
1316,4,이따가 다섯 시에 사무실로 찾아가겠어요.
1317,4,순식간에 벌어진 일이다.
1318,4,제 1장 중년기에 나타나는 현상 1.
1319,4,이번엔 목로 앞의 사내가 되물었다.
1320,4,경제의 장래는 과학 연구에 달렸다.
1321,4,제적과 동시에 신체검사 통지서를 받았다.
1322,4,오뉴월 여름에는 헉헉거리면서
1323,4,관료전 신라 시대에 나라에서 관료에게 주던 토지.
1324,4,그 중심에 심현영(沈鉉榮) 사장이 있다.
1325,4,무게중심이 순식간에 김경수로 넘어갔다.
1326,4,다음날 낮에는 아주 잿덩어리가 되었습니다.
1327,4,심은하와는 데뷔 초에 인연을 맺었다.
1328,4,사실 여부에 상관없이 말이 되는 얘기다.
1329,4,그것은 순식간에 일어난 일이었다.
1330,4,마지막에 참기름과 깨소금을 넣는다.
1331,4,사회에는 질서가 있다.
1332,4,이번에는 재채기가 따르지 않았다.
1333,4,한참 뒤에 홍명혜가 내게 물었다.
1334,4,예방약으론 주사약 외에 내복약도 있다.
1335,4,잠시 후에 술 마시는 장면.
1336,4,석전례는 집례의 홀기에 따라 진행된다.
1337,4,다음에는 내가 데려다줄게.
1338,4,그 사람도 처음엔 혼자 나왔지.
1339,4,비극 다음엔 플라톤의 철학 단계가 온다.
1340,4,지금 시간에 들어갔나 보이.
1341,4,음악에 맞추어서 시-작.
1342,4,이 때에 바람처럼 나타난 구세주.
1343,4,도중에 무슨 문제가 생겼을까.
1344,4,한 달에 돈 7천 원쯤 받는 것.
1345,4,이것은 문학의 경우에 특히 그렇다.
1346,4,나는 순식간에 싱크대로 가 있었다.
1347,4,차후에 다시 연락 드리겠습니다.
1348,4,곧 한계에 부딪힐 후손은 어찌할까나.
1349,4,이 말에 청년도 화가 났다.
1350,4,나이 서른셋에 죽었다.
1351,4,나중에 다른 애들한테 들었는데…."
1352,4,지난 5월에 발표한 '아!
1353,4,겉보기에는 이 두 사태는 정반대가 됩니다.
1354,4,몇 시에 떠났어요?"
1355,4,역전의 기회는 아직 우리 앞에 많다.
1356,4,나중에 갈 때 또
1357,4,처음에는 진심으로 기뻤다.
1358,4,참으로 오래간만에 듣는 소리였습니다.
1359,4,눈에 띄지 않는 그녀의 투명막만큼.
1360,4,처음에는 울지도 못했다.
1361,4,➀ 오랫만에 보는 '마당패'의 공연.
1362,4,수출에 있어선 28.3％
1363,4,외국인의 눈에 비친 우리의 모습이다.
1364,4,조선 시대에는 사전이라 하였다.
1365,4,이번에도 박해수가 제동을 걸었다.
1366,4,미술관 외에 또 일반 박물관이 있다.
1367,4,수영복 수영할 때에 입는 옷.
1368,4,오늘 새벽에 어머니께서 저자를 가셨다.
1369,4,얼마 전에 본 비디오였다.
1370,4,여기에도 한국적인 딜레마가 있다.
1371,4,단시간에 쉬운 돈벌이.
1372,4,당장 오늘 저녁에 서로 큰절을 해 보라.
1373,4,1974년에 막내딸을 시집보냈다.
1374,4,맘에 든 작품도 아니었습니다."
1375,4,삽시간에 주위가 보랏빛으로 변했다.
1376,4,유기체의 정점엔 인간이 서 있다.
1377,4,나중에는 진덕이가 왔습니다.
1378,4,며칠 만에 세상은 또 바뀌었다.
1379,4,감상적 허위(sentimentalism)에 지나지 않는다.
1380,4,2) 조선 시대에 나라에서 치르던 상례.
1381,4,"맘에만 들면 뭐하니.
1382,4,봄에는 슈만을 듣고 싶다.
1383,4,"요즘에는 안 오신단다."
1384,4,"오늘 오후에 시간을 조금 내주시죠.
1385,4,부자의 중간에 어미가 있을 분이다.
1386,4,<맞춤법에 어긋나는 부정확한 단어>
1387,4,용날에는 아침 일찍 물을 긷지 않는다.
1388,4,기사문은 이른바 六何 원칙에 따라야 한다.
1389,4,출발 전에 나는 그 친구에게 물었다.
1390,4,처음에는 미처 알아보지 못했지만."
1391,4,나는 그게 마음에 들었다.
1392,4,[요번에 다들 수고 많았다.
1393,4,이 기회에 여러분께 약속 드리겠습니다.
1394,4,한참 만에 오반장이 침묵을 깼다.
1395,4,단오날에는 그네를 뛴다.
1396,4,여자애들 눈에는 더욱 그렇지.
1397,4,"나중에 들르십시오.
1398,4,"아주 옛날에는 여자들만 살았다.
1399,4,"그쪽에 재능이 있었죠.
1400,4,"처음에는 동네 사람들이 좋아했어요.
1401,4,그래서 지금도 매사에 불안할지 모른다.
1402,4,또 어떤 때에는 피임약까지 나왔지.
1403,4,동시에 여기저기서 동조의 외침이 일어났다.
1404,4,정말 오랫만에 먹어보는 고기였다.
1405,4,다음에는 미혜의 궁둥이를 후려갈겼다.
1406,4,성경에도 나와 있지 않는가.
1407,4,예전에는 저도 많이 불렀습니다."
1408,4,옛날 구한말에 유명한 얘기가 있었죠?
1409,4,잠시 후에 나는 그 아주머니에게 다가갔다.
1410,4,그러나 터키는 메소포타미아문명권에 속해 있습니다.
1411,4,한밤중에 신나게 한바탕했지요.
1412,4,이런 시점에 두 핵심측근이 만났다.
1413,4,"멋있지요? 겨울에 꽃이라니요.
1414,4,"그런데 몇 시에 왔어?"
1415,4,형부는 오늘밤에도 들어오지 않을까.
1416,4,한 달에 얼마씩은 정확하게 들어오니까.
1417,4,결혼은 반드시 적령기에 해야 한다.
1418,4,아침에 엄마한테 돈을 달랬어요.
1419,4,동지에는 팥죽을 쑤었다.
1420,4,우리 서울서 재작년에 만났던가?"
1421,4,다음주에 다시 하자!'
1422,4,"73년도에 묶인 흉터요.
1423,4,알렉산드리아의 주인공은 알렉산드로스 이외에 또 있어요.
1424,4,그럼 일 주일 후에 뵙겠습니다.
1425,4,이번에는 그가 눌러왔다.
1426,4,1986년에 세워진 것이다.
1427,4,요 다음에 하자."
1428,4,이 진규혁의 사전에 아직 결혼은 없다.
1429,4,"휴가?" "휴가철에는 붐비잖아요.
1430,4,"지난 주에 그 남자 재혼했다더라.
1431,4,시작 전에 먼저 약속할 게 있습니다.
1432,4,교육주간에 준다던 교육공로상이다.
1433,4,그것은 단수 중에 많다.
1434,4,그러나 모쪼록 두 가지를 염두에 두어야 한다.
1435,4,거진 그런 식으로 처음에 뺏기게 되죠."
1436,4,처음에는 그저 이렇게만 생각하였다.
1437,4,그리고는 그녀 외에 아무것도 보이지 않더군.
1438,4,쇼펜하우어에 따르면
1439,4,그전에 청량리 오팔팔 있었거든.]
1440,4,올 겨울에도 강물이 안 얼려나.
1441,4,우리는 새벽 여섯시에 서울역에서 만났다.
1442,4,태초에 우주적 생명의 추진력이 있었다.
1443,4,붕산 연고 화상이나 피부병 등에 바르는 연고.
1444,4,그들은 일시에 웃었다.
1445,4,"그럼 저녁엘랑 꼭 가우? "
1446,4,나는 치욕과 아픔을 동시에 느꼈다.
1447,4,사람들은 순식간에 썰물처럼 흩어졌다.
1448,4,이상하게도 자꾸만 마음에 걸렸다.
1449,4,당시도 겨울엔 축구를 많이 했어요.
1450,4,그 중에는 이런 구절이 있다.
1451,4,처음에 그들은 그 방에서 잤다.
1452,4,그 여자가 마음에 드는가?
1453,4,그 사이에 밥까지 했단 말인가?
1454,4,그것이 이런 경우에 맞는 인사인가?
1455,4,그러나 요즘엔 안 그런다.
1456,4,당시엔 경기도초등교사협의회 회장을 맡고 있었거든요.
1457,4,딸 같은 아이와 분명 윤리.도덕에
1458,4,프랑스의 저작권법에 의하면
1459,4,"오늘 밤에 떠나세요?"
1460,4,순식간에 반찬접시가 비어버렸다.
1461,4,"처음에 뵈었을 때 뭐랄까요.
1462,4,철수가 의외로 시험에 떨어졌다.
1463,4,처음에는 내 자신한테 욕을 한다.
1464,4,검사 결과는 정확히 일주일 후에 나왔다.
1465,4,지금도 새벽에 일어나신다.
1466,4,"오랜만에 넘어보지요? 이 고개."
1467,4,한참 후에 형기가 고개를 숙인 채 혼잣말처럼
1468,4,이번엔 우리가 이길 거요."
1469,4,전 그게 젤 마음에 걸려요.
1470,4,그 하나에 하숙을 정했다.
1471,4,내달에도 부탁드리겠어요.
1472,4,이번에는 신인가수 최 승진이 맡았다.
1473,4,그것은 표준 체중에 의해서 결정된다.
1474,4,탁배기 한잔에 값비싼 소리를…"
1475,4,다른 것을 쥐기 전에는 빈손이야.
1476,4,X 10의 22승 kcal에 이른다.
1477,4,동우 선배 나도 마음에 안 들었어.
1478,4,그 다음에 수의를 입힌다.
1479,4,시골 사람들은 여름철에 매미를 잡는다.
1480,4,환상적 기준에 다름 아니었다.
1481,4,유태인의 사바츠는 로마인처럼 토요일에 있었다.
1482,4,부르조아 사회이전에도 이야기 형식은 있었다.
1483,4,저녁에 암탉이 울면 집안이 불길하다
1484,4,토끼들 낮에는 해님이 뜨고!
1485,4,그는 더이상 대낮에 졸지 않았다.
1486,4,그것은 다음 기회에 적어보겠습니다.
1487,4,수관계 극피동물에 있는 특유한 운동 기관.
1488,4,모든 것이 전에 본 그대로였다.
1489,4,이번에는 왕형사가 물었다.
1490,4,그리고 약 삼 년만에 모든 공부를 해낸다.
1491,4,잠시 후에 통금해제의 싸이렌이 불었다.
1492,4,얼마 후에 봄 소풍을 갔습니다.
1493,4,단 한 번에 딱지를 맞다니.
1494,4,귀에 익은 목소리였다.
1495,4,그 길이는 약 12km에 이른다.
1496,4,오늘날에도 마음대로 안 되는 일인데!
1497,4,이에 앞서 오후 3시 서울 성동구 행당동 한양대병원.
1498,4,아무짝에도 쓸데없는 내 외모.
1499,4,바보에 몇 가지 유형이 있다.
1500,4,그 다음에는 명종 때 임꺽정 이야기가 나옵니다.
1501,4,나중에 들어볼게."
1502,4,1960년대에 북베트남이 만든 필름이다.
1503,4,그저 대충 짐작하는 수준에 머물러 있다.
1504,4,전체길이 7106야드에 파는 71이다.
1505,4,"한참 전에 했지요.
1506,4,한참 만에야 춘기가 받았다.
1507,4,한참 후에 선비는 머리를 들며
1508,4,이번에는 태진이가 제의를 했습니다.
1509,4,처음엔 아무 소리도 들리지 않았다.
1510,4,옛날 송나라에 농부가 있었다.
1511,4,여럿이 일시에 소리친다.
1512,4,이 밤이 다 가기 전에.
1513,4,자그마치 13번에 걸쳐서.
1514,4,따라서 산화와 환원은 동시에 일어난다.
1515,4,유럽 공동체 등이 이에 속한다.
1516,4,인원수에는 제한을 두지 않았다.
1517,4,이거 조만간에 소포로 부치마.
1518,4,나무는 겨울에도 자라오.
1519,4,꾸또조프는 우리 다음에 갑시다."
1520,4,적성에 안맞거든요.
1521,4,그리고 후식은 다음에 해야겠군요.
1522,4,그 뒤에도 있었다.
1523,4,밤엔 나이트 클럽에서 춤도 추었다.
1524,4,부자가 되기 전에는.
1525,4,녀석은 음식 중에 개고기를 제일 좋아한다.
1526,4,나도 처음엔 그렇게 생각했습니다.
1527,4,메수수나 고량은 술 사료에 쓴다.
1528,4,우리네 말에 이런 게 있다.
1529,4,그리고 춤은 가장 생활 가까이에 있다.
1530,4,오후에 찍은 것이 모두 190장이다.
1531,4,등수 안에 들겠어."
1532,4,명년에는 아무래도 이곳을 떠나야겠다.
1533,4,졸업도 하기 전에.
1534,4,그러나 오늘날엔 그런 낭만이 통하지 않는다.
1535,4,"일곱 시에 이곳에서 보자구."
1536,4,그것은 차라리 사치에 지나지 않았다.
1537,4,그런데 상담한 결과에 의하면……"
1538,4,그러나 이것도 종개념에 지나지 않는다.
1539,4,그런데 그 끝에 도합은 안 매기십니까?"
1540,4,지난해 연매출은 640억원에 달한다.
1541,4,"그야 오래 전에 없어졌지.
1542,4,연예인 중에도 멜빵 애호가가 많다.
1543,4,"이문(利文)없이 본전에 드립니다.
1544,4,새우 카레밥은 나중에 만들어줄게."
1545,4,이번에도 그럴 개연성은 농후하다.
1546,4,확실히 이것도 희극임에는 틀림없다.
1547,4,"그동안에 꽤 변하였군요!"
1548,4,한참 만에 아이가 조심스럽게 물었다.
1549,4,"밤엔 정말 멋있는 고장이에요."
1550,4,최근에도 유사 사례가 있다.
1551,4,바로 아침에 따귀를 때린 놈이었다!
1552,4,사흘 뒤에 합시다.
1553,4,다빈치의 회화론은 이 즈음에 나왔다.
1554,4,한 시간 후에 지서로 와."
1555,4,"이번에는 아주 많이 남았어요."
1556,4,다음에는 국 냄비의 뚜껑을 열었다.
1557,4,운감이란 제사 음식에 한한다는 것쯤.
1558,4,봄과 여름에는 야생화도 핀다.
1559,4,이번에 면허정지가 풀리나.
1560,4,그럼 일단 불을 끈 다음에…….
1561,4,저들은 평소엔 잘 나타나지 않는다.
1562,4,한겨울에도 거의 냉방에서 지냈다.
1563,4,그에 그칠 일이 아니다.
1564,4,동시에 벗어나지 못할 철칙인 이 법!
1565,4,나는 처음에는 너무 재미있었다.
1566,4,최근엔 하루 변동폭도 큰 상태.
1567,4,이번에야말로 달라져야 한다.
1568,4,"처음엔 힘들었어."
1569,4,교장은 저녁에 돌아왔다.
1570,4,이놈 더위야 겨울에 보자
1571,4,탕 한 방에 토끼 한두 마리씩 죽었다.
1572,4,그럼 이번에는 나도 논술문을 쓰자.
1573,4,조각은 아예 인문학에 끼지도 못한다.
1574,4,애초에는 지역이 문화를 만든다.
1575,4,내 생각에도 신문이 너무 무거웠다.
