Index,Label,Sentence
862,0,어느새 국민은행으로 바뀌었는가?
863,0,"농담하는 걸로 알더군요.
864,0,철수가 의외로 시험에 떨어졌다.
865,0,호의적으로 하자고 말이여.
866,0,앉은뱅이로 세상을 걷고 있다.
867,0,음력은 달의 움직임을 바탕으로 만든 달력입니다.
868,0,선물공세로 나가라.
869,0,감방장은 유순한 태도로 답했다.
870,0,아버지는 전쟁포로로 나온 사람이었다.
871,0,그녀는 이제 결판을 내기로 결심했다.
872,0,우리 나라를 예로 들어 봅시다.
873,0,물론 한 손씩 교대로 씻는 것이 원칙이다.
874,0,"그럼 말로 해.
875,0,▽2000년대-"기본으로 돌아가라"
876,0,사용한 대가로 내는 돈이다.
877,0,만물은 연속적으로 움직인다.
878,0,주제선정은 다수결을 원칙으로 한다.
879,0,말도 노골적으로 막해요."
880,0,피상적으로 느끼던 죽음.
881,0,저서로는 <수심론> <용성선사어록> 등이 있다.
882,0,그는 열띤 어조로 말했다.
883,0,영원한 사랑은 순간적인 사랑으로 변한다.
884,0,사랑한다는 핑계로 그 시간을 부른다.
885,0,이형택과 함께 유력한 우승 후보로 꼽힌다.
886,0,그런데 왜 그 남자는 비관적으로 보이지 않았지?
887,0,굵기의 채로 썬다.
888,0,다시 나무 이야기로 돌아갑시다.
889,0,모든 일은 헛수고로 끝났다.
890,0,그러나 세부적으론 당마다 달랐다.
891,0,그의 볼은 탄도가 낮은 것으로 유명하다.
892,0,그는 늦깎이 스타의 대표적인 모델로 꼽힌다.
893,0,정말은 그는 그런 모양으로 가지 않았건만.
894,0,의아스런 표정으로 남자가 물었다.
895,0,K는 여전히 그 다소 다급한 목소리로 물었다.
896,0,단무지나 무말랭이용으로 많이 쓰인다.
897,0,끈기는 신념을 바탕으로 한다.
898,0,그것 또한 즉흥적으로 떠오른 구상이었다.
899,0,겸재의 정신은 다시 추사로 이어진다.
900,0,조 차장과 나도 엉겁결에 직각으로 허리를 구부렸다.
901,0,속된 표현으로 한다면 환장할 노릇이다.
902,0,그런 이유로 무조건 남과는 달라야 했다.
903,0,거북은 식용이나 약용으로 쓰인다.
904,0,원래 가라는 일본어로 가짜 빈 것이다.
905,0,소년기는 이상의 별견으로 끝난다.
906,0,몽골초원의 유목민으로 중국의 수나라를 괴롭힌 민족이죠.
907,0,그것으로 일단 이쪽의 상황은 끝난 셈이었다.
908,0,"그 시간강사를 전임으로 쓰겠다는 거지.
909,0,황백지단도 채로 썰어둔다.
910,0,미개 사회에서는 오늘날도 무구로 쓰이고 있다.
911,0,원터치 자동으로 밑 실을 감고 노루발을 교환한다.
912,0,또 남의 집 방 한 칸을 임시로 구했습니다.
913,0,사실로 넓어지고 있었다.
914,0,번데기로 겨울을 난다.
915,0,그래서 공포의 시간을 최소한으로 줄여달라고.
916,0,침략자와는 필사적으로 싸워야 한다.
917,0,영배는 진심으로 감사함을 느꼈다.
918,0,정석은 다시 부동자세로 돌아갔다.
919,0,"어쩌면 팔자도 이 모양으로 타고났을까."
920,0,건석을 막무가내로 몰아세울 처지는 아니었다.
921,0,방안 가득 제 소리가 공명으로 울린다.
922,0,그래서 주체사상 교양을 기본으로 내세운다.
923,0,나는 풀이 죽은 목소리로 말했다.
924,0,금싸라기 참외가 똥싸라기 참외로 되어버렸다.
925,0,혐오감으로 입안이 썼다.
926,0,우리는 신촌로터리까지만 함께 걷기로 했다.
927,0,여전히 거침없는 목소리로 석훈이 말했다.
928,0,사은품만으로도 충분한 가치가 있다.
929,0,어떤 때는 개띠 아닌 개 숭배자로까지 보였다.
930,0,커튼콜은 배우가 역할에서 배우 자신으로 돌아오는 과정.
931,0,그제야 리엔은 건석을 의아한 눈길로 쳐다보았다.
932,0,선녀 이야기의 한 과목은 짧은 동시로 시작된다.
933,0,왜 그가 아버지로 보였을까.
934,0,인간들은 강제적으로 억압받는 것이 아니다.
935,0,포스트모더니즘은 결국 지방화와 세계화로 이어진다.
936,0,원한을 원한으로 갚는 것은 불법이 아니니라.
937,0,아이들의 함성으로 교실이 들썩들썩하리라.
938,0,국제 활동에도 박차를 가하기로 했다.
939,0,올해도 시범종목으로 머물고 만 것이다.
940,0,"진심으로 감사드립니다.
941,0,그래서 우리는 서로 사돈이 되기로 약속했지.
942,0,봉급을 일당으로 지급한다는 공장도 있었다.
943,0,"우리도 근이 생일 선물 병아리로 살까?"
944,0,여종업원이 이상한 눈으로 쳐다봤다.
945,0,경북 양양 출신으로 경북고를 나온 TK.
946,0,그 밖에는 밤이 토산품으로 올라 있다.
947,0,이런 물음에는 운명적 표정을 전제로 한다.
948,0,그녀의 눈이 그리움으로 젖어들었다.
949,0,우린 미국에서 결혼하기로 했어."
950,0,그나저나 본론으로 들어갑시다.
951,0,그런저런 핑계로 이번 잔치는 꼭 치르고 싶었다.
952,0,일본어로 헤어질 때의 인사말이 '사요나라'이다.
953,0,즉 모르는 마음으로 바탕에 접근해야 한다.
954,0,아마 사회정화활동과 관련된 것으로 보인다.
955,0,"우리 엄마한테 그런 식으로 윽박지르지 말아요.
956,0,다시 박종철 군의 죽음을 예로 들자.
957,0,아이가 울음 섞인 목소리로 말했다.
958,0,이제 이 문제들을 논의하기로 하자.
959,0,저도 이번 상봉으로 하나의 사실을 깨달았습니다.
960,0,특히 보도가 출입처의 홍보수단으로 전락하기 쉽다.
961,0,볼 거품을 볼에 감싸는 기분으로 세안한다.
962,0,어린시절 인디아나로 배우 리버 피닉스가 등장한다.
963,0,수혜는 반사적으로 홱 뒤를 돌아다보았다.
964,0,김형사가 느릿한 동작으로 라디오를 켰다.
965,0,생각으로 우리는 우리 스스로를 높여야 한다.
966,0,둘 다 장수 프로로 상당한 인기를 모았다.
967,0,그것으로 용건은 대충 끝낸 셈이었다.
968,0,그러나 그것은 밖으로 나타난 현상일 뿐이다.
969,0,논리학적으로 보면 이것은 분명 불연속적이다.
970,0,그 그림자는 영락없이 사람의 얼굴로 변했다.
971,0,동훈이 신경질적으로 언성을 높였다.
972,0,"여보 보통으로 삽시다.
973,0,"난 그냥 홍차로 줘.
974,0,무력으로는 한계성에 부딪쳤다.
975,0,삼신할미는 복잡한 얼굴로 나를 바라보았다.
976,0,나이는 잊기로 했다.
977,0,그리고 밀보온 일가는 런던에서 살기로 결정되었다.
978,0,그것이 그를 평생 화단의 야인으로 만들었다.
979,0,꼬박 삼십 년을 동거인으로만 지냈지요.
980,0,나는 그녀의 말에 정식으로 항의를 했다.
981,0,그러나 생각만으로 미리 즐거웠다.
982,0,그 자체로는 썩 마음에 드는 빛깔이었다.
983,0,그를 이안에 올리고 형리로 임명하여라."
984,0,어른들은 장난을 노동으로 바꾸어버린다.
985,0,이른바 체는 모든 중생이 근본으로 삼는 마음이다.
986,0,'자신의 처지를 약진의 발판으로 삼자!'
987,0,그 대신에 셋째 예로 넘어가자.
988,0,나 자신이 과거식으로 볼 때 선비인가?
989,0,그리하여 형은 가족 전체의 대망의 인물로 자라났다.
990,0,공짜로 준다데.
991,0,알이 진지한 얼굴로 경지에게 물었다.
992,0,그 어루이는 차츰차츰 밭이랑으로 변한다.
993,0,에 ── 이 사람으로 말할 것 같으면…"
994,0,따라서 입자 가속기를 이용해 인공적으로 만들었다.
995,0,또한 민주주의 정치체제는 다원사회를 필요로 한다.
996,0,이덕화는 그대로 물속으로 빠지고 말았다.
997,0,법무관으로 해군에 몸담고 있다.
998,0,성훈:결혼후 전업주부로 있을거야.
999,0,그래도 한편으로는 기분이 좋았다.
1000,0,나 다시 마음 강하게 먹기로 했어.
1001,0,"제 생각으로는 그렇습니다.
1002,0,선생의 성미로 그만둘 분이 아닌데 말입니다.
1003,0,문득 낮아진 음성으로 다희가 말했다.
1004,0,그래서 왕자는 공주를 아내로 삼았습니다.-
1005,0,다시 컴퓨터로 돌아와 생각해보자.
1006,0,휴 그날의 생활상담은 갈팡질팡으로 끝났다.
1007,0,선생님도 그윽한 눈빛으로 아이를 마주 내려다본다.
1008,0,"시장 슈퍼 가격으로 판다."
1009,0,그러나 진정으로 행복한 결혼 생활은 어렵다.
1010,0,영어로 말하기가 싫기 때문이다.
1011,0,뇌는 이러한 자극을 가려움으로 해석한다.
1012,0,한국인은 죽음을 가장 중대한 것으로 솔직이 받아들인다.
1013,0,빨리 본론으로 들어가자는 소리일 것이었다.
1014,0,인간의 원초적인 감각으로 족하다.
1015,0,그는 재야의 '무소속'으로 통한다.
1016,0,정도로 불어난다.
1017,0,어머니는 약간 신경질적으로 소리쳤다.
1018,0,디자인 계통으로 가려고요.
1019,0,“이 곳을 내 제국의 심장부로 만들리로다!”
1020,0,과천시에는 유아교육기관으로 어린이집과 유치원이 있다.
1021,0,그것은 폴란드어로 쓰인 책이었다.
1022,0,저는 필사적으로 마른침을 삼켰습니다.
1023,0,이 고무조각은 고무매트나 운동시설 바닥재로 쓴다.
1024,0,내 경우를 예로 들어보자.
1025,0,500도루를 넘긴 선수로는 통산 36번째.
1026,0,학교를 그만두기로 말이다.
1027,0,근신의 뜻으로 자체 방송정지가 내려졌다.
1028,0,조선 후기 미술사의 새로운 바람은 풍속화로 대표된다.
1029,0,조인트는 우리말로 절리(節理)라고도 한다.
1030,0,오히려 반대로 되어야 하지 않겠습니까?"
1031,0,미려는 거의 울먹이는 소리로 말했다.
1032,0,석기는 홀가분한 마음으로 걸음을 옮겼다.
1033,0,이 책은 미완성인 채로 남아 있다.
1034,0,나 향교 직원 명예로 허는 것 아니오.
1035,0,"어떤 표적으로 그것을 아십니까?"
1036,0,그 중점은 교전규칙의 개정으로 모아진다.
1037,0,대학에서 모든 시험은 주관식 논술형으로 치러진다.
1038,0,아파트 실내가 진공상태로 변해 있었다.
1039,0,움직임으로 봐서는 하드록쯤?
1040,0,"그런 줄로 알았습니다.
1041,0,밭 한 뙈기 공으로 얻는 기분이었습니다.
1042,0,이날 남다른 결의로 출장했을 텐데.
1043,0,박진섭은 점차 곤욕스런 표정으로 변해갔다.
1044,0,이는 좌뇌 기능을 제한하는 것으로 본다.
1045,0,일심에서 절도로 팔개월을 받았지.
1046,0,이걸로 끝났으니 말이다.
1047,0,공동체는 그에게 이상화된 형태로 나타난다.
1048,0,회사에서 베스트 드레서로 통하는 남편.
1049,0,철수가 시험에 의외로 떨어졌다.
1050,0,즉 사람들은 현실주의와 이상주의 모두를 필요로 한다.
1051,0,경제적으로는 큰 손해요.
1052,0,행정구역으로 따지면 충북 괴산군 청안면 문당리.
1053,0,제가 남한산국민학교에 교감으로 있을 땝니다.
1054,0,비밀로 하라는 뜻이었다.
1055,0,본시 막은 음악으로 오른다.
1056,0,다음은 문답식으로 풀어본 새 국가고시제도.
1057,0,순범이가 떨리는 목소리로 말했다.
1058,0,그리고 중앙약국은 부부약국으로 이름도 바뀌어 있다.
1059,0,무슨 목적으로 그랬을까.
1060,0,체육 경기의 선수는 누구나 올림픽을 목표로 한다.
1061,0,이런 문제는 당연히 공문으로 본인들에게 알려야 한다.
1062,0,순전히 상상으로 꾸며 냈을까?
1063,0,모두 절반은 베트남인으로 살아가는 것이다.
1064,0,북한에서도 '접속'으로 쓰이고 있다.
1065,0,너희들이 꼭 내 아들로만 보이는구나."
1066,0,그런데 이번엔 간첩으로 내려왔어.
1067,0,"아저씨 저는 음료수로 한 병 갖다주세요."
1068,0,결과적으로 최악의 만남이 되고 말았습니다.
1069,0,80년 명칭을 지금의 '한국여성경제인협회'로 바꿨다.
1070,0,이태준의 작가적 각성의 소리로 들리기도 한다.
1071,0,우리는 먼저 학교를 둘러보기로 했다.
1072,0,세희가 장난기 잔뜩 섞인 목소리로 말했다.
1073,0,경지는 건조한 어투로 되물었다.
1074,0,모든 세포 속에는 염색체가 쌍으로 들어 있다.
1075,0,역시 공리주의적 판단을 편의적으로 내세우지 않을까.
1076,0,상담은 비공개로 이뤄진다.
1077,0,창민은 정임에게 더욱 적극적으로 다가서라고 귀띔한다.
1078,0,그러나 이번에는 요지부동으로 마음을 굳혔다.
1079,0,어리호박벌은 시체로 변했다.
1080,0,그런데 김진봉이는 제가 알기로 짐승이 아닙니다.
1081,0,윤정:9개월전 친지의 소개로 만났어요.
1082,0,꼭 나이 탓으로만 생각할 수는 없다.
1083,0,브라스 밴드 금관 악기를 주체로 한 합주대.
1084,0,간밤 훈아는 뜬눈으로 새다시피했다.
1085,0,그런 노력은 바로 정보의 조작으로 나타난다.
1086,0,셋째 전공을 신문방송학으로 하는 것이다.
1087,0,그냥 실족사로 보입니다.
1088,0,충치가 걱정된다면 분유를 규칙적으로 먹일 것.
1089,0,사회 단체 사회 문제의 해결을 목적으로 하는 단체.
1090,0,여기서도 단역으로 등장했다 사라졌다.
1091,0,"의약분업은 다소간의 불편을 전제로 한다.
1092,0,불은 먼저 아주 약한 불로 시작해야 한다.
1093,0,라틴어로는 '단물이 흐른다'는 뜻이다.
1094,0,언니는 이 드라마로 연기상도 탔었지?"
1095,0,다른 조깅 멤버들도 마찬가지로 정리 운동을 하였다.
1096,0,고의로 실언하는 사람은 없다.
1097,0,난영의 모델 데뷔는 성공적으로 이루어진다.
1098,0,억울할 정도로 기다렸어.
1099,0,달걀은 보충식을 시작하는 식품으로 좋다.
1100,0,유명세나 인기는 덤으로 온 것뿐입니다.
1101,0,"제가 시인으로 보입니까?"
1102,0,음식에서도 갖가지 색으로 상차림이 행해진다.
1103,0,나는 심드렁한 목소리로 물었다.
1104,0,"허락하는 것으로 알겠습니다."
1105,0,이들은 이구동성으로 이렇게 말한다.
1106,0,관악산에서는 우점적으로 흔한 겨울새이다.
1107,0,반사적으로 신호등을 보았다.
1108,0,정도전의 죽음은 죽음으로 그치지 않았다.
1109,0,도피주의 권위주의 억압주의를 노골적으로 드러내는 글들.
1110,0,그러니까 화석으로 남은 섶이다.
1111,0,비근한 예로 조용필이나 서태지 같은.
1112,0,그러나 차영진은 놀라울 정도로 냉정했다.
1113,0,그곳 학교에서 보통어로 교육을 받기 때문이다.
1114,0,그리고 재봉틀만 올려놓으면 바로 작업 공간으로 변신.
1115,0,집기도 감쪽같이 새것으로 바뀌었다.
1116,0,만돌이가 안타깝다는 투로 말했다.
1117,0,겉으로만 착한 척 속에는 마귀.
1118,0,이미 낡은 세대로 편입된 보수주의자의 심통일까.
1119,0,숙모는 두 손을 붙잡고 애원조로 말하였다.
1120,0,하노이를 36거리로 부르는 이유이기도 하다.
1121,0,거기서 도매로 넘기는 것입니다.
1122,0,무서움을 덜 양으로 일부러 휘파람을 불었다.
1123,0,급수탑은 가장 인상적인 근대산업시설물로 꼽힌다.
1124,0,고려 시대에 이어져 기인 제도로 시행되었다.
1125,0,그녀는 약간 놀라는 표정으로 대답했다.
1126,0,신여사는 한심스럽다는 표정으로 혀를 찼다.
1127,0,강도살인혐의는 조사과정에서 과실치사로 바뀌었습니다.
1128,0,그는 그녀와 부딪쳐보기로 결심했다.
1129,0,그들 모두 물체로 보는 거야.
1130,0,재석이는 지금도 학습부진아로 남아 있다.
1131,0,이때의 이해랑의 연기는 일생일대의 명연으로 꼽힌다.
1132,0,"장사치 명색으로 행세하긴 글렀어."
1133,0,권선 징앞을 주제로 한 가정 소설이다.
1134,0,그녀가 약간 놀라워하는 표정으로 말했다.
1135,0,"아무거로나 하려무나."
1136,0,감상해 보기로 하겠습니다.
1137,0,그것은 이탈과 모험과 정복의 삼부 합창으로 이루어진다.
1138,0,경지가 걱정스러운 얼굴로 그를 따라갔다.
1139,0,의사는 건성으로 여기저기 진찰을 한다.
1140,0,정민이 분노 어린 얼굴로 말했다.
1141,0,그 예감이 현실로 나타난 것이다.
1142,0,하고 온화한 낯빛으로 입을 다물었다.
1143,0,그리고 그들의 결론은 매한가지로 뻔했다.
1144,0,강욱이 시무룩한 얼굴로 묻는다.
1145,0,그리고 유교와 불교의 보급이 공통점으로 꼽힌다.
1146,0,나는 조바심으로 입술이 배질거렸다.
1147,0,공동소유로 경기도 가평군 설악면 회곡리에 땅이 있다.
1148,0,소위 관인적 문치주의를 기본 정책으로 하였다.
1149,0,그러나 내면적으로는 일본인보다 훨씬 근성이 강하다.
1150,0,그녀는 기계적으로 음식을 질겅질겅 씹었다.
1151,0,그런데 유진이의 눈치가 사실로 정확히 드러나고 있었다.
1152,0,결과는 컴퓨터 프로그램의 승리로 끝났다.
1153,0,실험은 그만해 두기로 하자.
1154,0,그녀는 그런 자세로 오랫동안 움직이지 않았다.
1155,0,"꼭 그 할머니를 어머니로 모시고 싶어요?"
1156,0,신랑은 의아한 눈으로 새댁을 쳐다보았습니다.
1157,0,그리고 정식으로 필기 시험 준비를 했다.
1158,0,아버지는 6·25동란 때 이북에서 혈혈단신으로 내려오셨다.
1159,0,쿼크는 단독으로 존재할 수 없다.
1160,0,영어로는 프로테인(protein)이라고 한다.
1161,0,"부인을 개떡으로 아는군."
1162,0,여전히 밝은 음성으로 수혜가 말했다.
1163,0,씩씩한 목소리로 큰소리를 치던 남편이다.
1164,0,아주 부드러운 목소리로 말입니다.
1165,0,그래서 여러 매체들은 경찰을 단골 소재로 다룬다.
1166,0,그 형식으로 말하더라도 상당히 재미있는 꿈이다.
1167,0,본능적으로 그녀는 자신의 못 매무새를 살펴본다.
1168,0,대개 고탄소강이나 고속도강으로 만든다.
1169,0,그것이 아득한 어둠으로 바뀌었다.
1170,0,박해수가 뜻밖에 심각한 표정으로 나를 보았다.
1171,0,한 글자도 허투로 읽지 않았으니까요.
1172,0,부상으로 백원이란 거금의 상금도 받았다.
1173,0,"역지사지로 입장을 바꾸어서 생각해 보라."
1174,0,사람들의 노래 소리는 울음으로 울리고 있었다.
1175,0,몇 년을 홀아비나 한가지로 살아오고 있소.
1176,0,작년부터 사주시기로 한 거야.
1177,0,그래서 친절을 생명으로 삼고 있다.
1178,0,이것은 'tr' 또는 'tr"'로 나타낸다.
1179,0,현실을 헛것으로 보았음이 그 해답이다.
1180,0,상관관계가 있는 것으로 주장하였다.
1181,0,그리고 오후에는 자유로 사진을 찍었다.
1182,0,정부의 지원책이 규제책으로 바뀐 셈이다.
1183,0,네 애들은 무슨 죄로 거기에서 썩니.
1184,0,하고 이원명은 자랑스런 얼굴로 말했다.
1185,0,많은 사람들은 컴퓨터를 도구로 생각한다.
1186,0,그녀는 경탄에 찬 목소리로 말했다.
1187,0,학습이란 연습 또는 경험의 결과로 생기는 것이다.
1188,0,그때 이씨가 카랑카랑한 목소리로 나섰다.
1189,0,순범이가 일그러진 표정으로 말했다.
1190,0,성악가들은 실수로 가끔 가사를 까먹는다.
1191,0,광자 광양자 광전지 빛에너지를 전기 에너지로 바꾸는 장치.
1192,0,투표 행위를 예로 들어 보자.
1193,0,하지만 그래서 훈아가 반장으로 뽑힌 것은 절대로 아니다.
1194,0,그래서 전세계를 웃음바다로 만드는 겁니다.
1195,0,요구르트나 젖산균 음료 등의 원료로 쓰인다.
1196,0,밑바닥 부분을 삼각형으로 박아 준다.
1197,0,자기가 마침 방학으로 와 있던 여름이었다.
1198,0,[옥진이 시집]을 예로 들죠.
1199,0,국민 정서를 이유로 들었다.
1200,0,빼떼기는 사람으로 치면 늦둥이이다.
1201,0,러시아의 민스크 지방에서 유태인의 아들로 태어났다.
1202,0,이번 사건을 단순한 우발사고쯤으로 보는가?
1203,0,창문은 이중으로 되어 있었다.
1204,0,영호:그래 진짜로 실습받았잖아.
1205,0,박 서방이 한심하다는 투로 되물었다.
1206,0,내 몫으로 산나물이나 많이 싸와."
1207,0,그가 혀 꼬부라진 소리로 말했다.
1208,0,OEM으로 수출도 해요.
1209,0,연애는 결혼을 목적으로 할 때 가장 건전하다.
1210,0,"우리 서연이를 죄악의 세상에 제물로 바칩니다.
1211,0,1학년초 집단행동 주동으로 유기정학 받음.-
1212,0,짝귀는 창고에 담배를 보루떼기로 쌓아놓았다.
1213,0,자 다시 현안문제로 들어갑시다.
1214,0,원산지는 중국이며 관상용으로 많이 가꾼다.
1215,0,그녀는 한껏 너그러운 억양으로 말했다.
1216,0,오늘 꼭 이길 것으로 확신했다.
1217,0,그 아이가 겁먹은 말투로 말했습니다.
1218,0,지방자치는 주민의 참여를 전제로 한다.
1219,0,꽃으로 친다면 이휘향은 장미다.
1220,0,단 임기는 전임자의 잔존임기로 한다.
1221,0,이어 그는 음악원 교수로 발탁되기까지 했다.
1222,0,"34~35살까지 현역으로 뛸 작정이다.
1223,0,간난이의 눈은 흥분으로 빛났다.
1224,0,물고기의 먹이로 쓰인다.
1225,0,싸르트르식으로 말하여 서로에 대하여 타자이다.
1226,0,절대 다른 것으로 바꾸지 마라."
1227,0,영어로 3월을 '마치March'라고 한다.
1228,0,사무실로 쓰던 대청마루와 방들도?
1229,0,나는 더욱 내심으로 그를 만만하게 여겼다.
1230,0,마음이 안정된 사람으로 대단히 좋은 상이다.
1231,0,어미가 거지차림으로 희망원에 찾아왔던 날.
1232,0,그리고 진심으로 혁진에게 고맙다고 말하고 싶었다.
1233,0,"한국돈으로 이천사백원 정도 되네.
1234,0,이것을 내셔널리즘으로 깎아내릴 것인가?
1235,0,그저 한나절 푹 잔 걸로 생각했다.
1236,0,냉정하되 철저하게 금융의 논리로 되돌아가는 것.
1237,0,2세대 핵가족은 100세대 중 35세대로 가장 많다.
1238,0,이 사실은 종종 강조되어야 할 것으로 봅니다.
1239,0,그리고 다시 버스로 갈아타고.
1240,0,크리스마스색으로는 단연 녹색과 빨간색이 먼저 꼽힌다.
1241,0,"너는 나의 신부감으로 합격점을 땄어.
1242,0,그래서 물 절약을 시민 탓으로 돌린다.
1243,0,그런 상태로 한참 동안 오줌을 누었다.
1244,0,그런 마음으로 하루 열 시간 이상 열흘간 벽돌을 날랐다.
1245,0,민감하기로는 오히려 미모사 잎보다 더하다.
1246,0,저는 그런 뜻으로 드린 말씀이 아니에요."
1247,0,-와 일본말로 대답해야 됩니꺼?
1248,0,그래서 네 이름을 쟝으로 지었다.
1249,0,어느새 그의 말은 반말로 바뀌었다.
1250,0,아마 반복 재생으로 해둔 모양이다.
1251,0,눈물이 줄줄 흐르는 채로 내가 한마디했다.
1252,0,이제 당신 진심으로 나를 오해할 수 있나요?
1253,0,이런 종합 문화단지는 세계적으로 몇 군데 안 된다.
1254,0,나는 온통 서울 시내를 웃음바다로 만들고 싶었습니다.
1255,0,이 번역작업은 두 단계를 필요로 한다.
1256,0,진정한 나로 되돌아온 기분이었다.
1257,0,교육의 효과는 이처럼 "효율적"으로 나타난다.
1258,0,그러나 나는 이것만이 전부는 아닒 것으로 본다.
1259,0,여행지로는 동해안이 첫손 꼽힌다.
1260,0,그러므로 이하에서 간단히 그것을 소개하기로 한다.
1261,0,누가 그런 걸 공짜로 주겠어요.
1262,0,전세로 얻은 것이다.
1263,0,나는 설탕물을 먹이기로 했다.
1264,0,조사계원은 난감한 표정으로 반장을 맞았다.
1265,0,편견은 자연환경의 파괴로 이어졌을 것이다.
1266,0,놀리는 투로 진우가 말했다.
1267,0,그녀는 건너뛰기로 결정했다.
1268,0,마을 전체가 계획적으로 사기를 당한 셈이다.
1269,0,이때는 특히 마련으로 '방자쇠'를 고른다.
1270,0,계집애는 진담으로 이런 소리를 한다.
1271,0,그러나 일단 믿어보기로 했다.
1272,0,손바닥도 엉망으로 벗겨졌었다.
1273,0,아니면 살인마로 만들려고 한다는 것입니까.
1274,0,△ 강박에서 시작하여 약박으로 끝난다.
1275,0,다시 질병의 경우를 예로 들어 보자.
1276,0,금품고발을 시민의 명예로 삼아야 한다.
1277,0,그러나 멋있는 사람이란 자유인으로도 해석된다.
1278,0,중국집 주방장 아저씨를 스폰서로 잡은 것이다.
1279,0,"네 이제 양팀은 연장전으로 들어갑니다.
1280,0,칼질하지 않기로 했다.
1281,0,단경이는 거의 울먹이는 목소리로 항의했다.
1282,0,오막살이로 돌아왔다.
1283,0,김시습은 방외인의 자세로 일생을 살았다.
1284,0,우릴 핫바지 저고리로 아는군.
1285,0,더이상은 묵묵부답으로 넘길 일이 아니었다.
1286,0,현우는 꼬박 뜬눈으로 날을 새웠다.
1287,0,또한 그 이익금의 일부를 프레이저는 용돈으로 받아썼다.
1288,0,향유는 열매와 모든 풀포기를 약재로 쓴다.
1289,0,실제로 그것이 행동으로 나타났던 것이다.
1290,0,그런 마음으로 아들을 기다리며 행복하셨을까.
1291,0,최첨단으로 사육되기는 사람도 똑같다.
1292,0,이것도 부귀색으로 끝난다.
1293,0,하지만 결국 곧 하나의 색으로 변하고 말어.
1294,0,상품 가치로만 매겨지는 의대생!"
1295,0,나는 어느 틈에 정숙한 말씨로 변하였다.
1296,0,어린애만을 고객으로 삼는 레스토랑이다.
1297,0,경호를 전담하는 전문 조직으로 자리잡아야 합니다』
1298,0,비디오 아트 비디오 즉 텔레비전을 매체로 하는 현대 예술.
1299,0,▴ 1차전처럼 변화구를 승부구로 썼다.
1300,0,그는 다시 자기 얘기로 돌아가 솔직히 말했다.
1301,0,아예 생활설계사로 나선다?
1302,0,그리고 극복 방안으로 독서를 꼽고 있다.
1303,0,태양계 태양을 중심으로 하는 천체의 집합.
1304,0,몇년간 애오라지 당신 뒷바라지만으로 한세월 보냈어요.
1305,0,이곳에서 나는 오얏은 발해 특산물로 유명하였다.
1306,0,소를 인격시한 측면은 민담으로도 전한다.
1307,0,'인심'도 '사람마음'으로 쓴다면?
1308,0,공연 끝나면 정식으로 환영해줄께.]
1309,0,호찌민박물관은 소련과 체코슬로바키아의 지원으로 지어졌다.
1310,0,그의 덕담을 고맙게 간직하기로 했다.
1311,0,하나님의 창조를 선한 것으로 이해한 Aug.에게
1312,0,또 인기는 관리를 필요로 한다.
1313,0,"연배가 비슷하니까 서로 친구로 지내."
1314,0,부식거리는 그 자리에서 쌀로 바꿔주었다.
1315,0,그날 독립군들은 날 농구공으로 만들었소.
1316,0,다희가 착 가라앉은 목소리로 말했다.
1317,0,그때 나는 어떤 모습으로 서 있을까.
1318,0,박 목사는 진심으로 말하는 것 같았다.
1319,0,그것은 언제나 순간으로 왔다.
1320,0,등보다 심한 것으로 평가됐다.
1321,0,그저 농담으로 그래 본 겁니다.」
1322,0,그리고 나서 철상하는 것으로 행사가 모두 끝난다.
1323,0,강제로 퇴원을 시키려고 한다 이런 말씀요.
1324,0,이 노래는 4-4 조로 되어 있다.
1325,0,"그래 하지만 그곳은 임시로 계시는 곳이다.
1326,0,그러나 보험은 투자 수단으로 여겨지지 않는다.
1327,0,설상가상으로 새가 씨앗마저 가져오지 않는다면?
1328,0,관습이나 콘텍스트가 일종의 탈로 여겨지는 한.
1329,0,나는 사무적으로 말하고 전화를 끊었다.
1330,0,부칠은 본능적으로 움츠러든다.
1331,0,경지의 입술 끝이 자조적으로 일그러졌다.
1332,0,"영어로 하세요.
1333,0,자의로 들어보기는 그때가 처음이었다.
1334,0,심심풀이로 한 번 가보십시오.」
1335,0,물로 돌아가라
1336,0,"아냐 오늘부터 정식으로 간판 달아라.
1337,0,"내가 멀쩡하게 나로 보이느냐?"
1338,0,그녀는 흐뭇한 얼굴로 고개를 끄덕였다.
1339,0,나는 본능적으로 아버지를 돌아다보았다.
1340,0,음향을 색채의 조화로 바꾸어 놓은 셈이다.
1341,0,르네상스 회화는 '다양성'으로 특징지어진다.
1342,0,순위로 되어 있다.
1343,0,그래서 율아는 학교에서 베스트드레서(?)로 통한다.
1344,0,시로 부르고 싶은 만세의 표현이다.
1345,0,이후 그의 생활은 비디오 보기로 일관된다.
1346,0,건물 외벽은 둔각으로 비스듬히 서 있다.
1347,0,공짜로 달라는 것도 아니다.
1348,0,그것도 저렇게 능숙하고 도발적으로!
1349,0,공중걸이로 나가떨어진다.
1350,0,단전호흡이란 원래의 호흡으로 되돌아감을 뜻한다.
1351,0,간소한 정으로 차(茶)를 올리나이다."
1352,0,골드만삭스가 LGEI의 2대 주주로 뛰어올랐다.
1353,0,그 대가로 연봉 3천만원을 받는다.
